Date,Close
3/2/2015,49.47
3/3/2015,49.55
3/4/2015,49.07
3/5/2015,48.92
3/6/2015,48.29
3/9/2015,48.23
3/10/2015,47.51
3/11/2015,47.68
3/12/2015,48.73
3/13/2015,48.84
3/16/2015,49.27
3/17/2015,48.95
3/18/2015,49.54
3/19/2015,49.3
3/20/2015,49.56
3/23/2015,49.64
3/24/2015,49.41
3/25/2015,48.73
3/26/2015,48.42
3/27/2015,48.56
3/30/2015,49.12
3/31/2015,48.63
4/1/2015,48.92
4/2/2015,49.47
4/6/2015,49.63
4/7/2015,49.27
4/8/2015,49.13
4/9/2015,49.01
4/10/2015,49.22
4/13/2015,49.04
4/14/2015,49.18
4/15/2015,49.39
4/16/2015,49.27
4/17/2015,48.9
4/20/2015,49.38
4/21/2015,49.17
4/22/2015,49.57
4/23/2015,50.05
4/24/2015,50.03
4/27/2015,50.08
4/28/2015,50.55
4/29/2015,50.47
4/30/2015,50.44
5/1/2015,50.41
5/4/2015,50.52
5/5/2015,50.09
5/6/2015,49.64
5/7/2015,49.73
5/8/2015,50.14
5/11/2015,49.8
5/12/2015,49.62
5/13/2015,49.73
5/14/2015,49.97
5/15/2015,49.79
5/18/2015,49.6
5/19/2015,49.55
5/20/2015,49.69
5/21/2015,49.9
5/22/2015,49.61
5/26/2015,49.42
5/27/2015,49.57
5/28/2015,49.54
5/29/2015,49.44
6/1/2015,49.22
6/2/2015,49.14
6/3/2015,49.08
6/4/2015,48.1
6/5/2015,47.23
6/8/2015,47.44
6/9/2015,47.34
6/10/2015,47.47
6/11/2015,47.76
6/12/2015,47.25
6/15/2015,47
6/16/2015,47.42
6/17/2015,47.27
6/18/2015,47.77
6/19/2015,47.46
6/22/2015,47.53
6/23/2015,47.77
6/24/2015,47.29
6/25/2015,47.44
6/26/2015,47.62
6/29/2015,46.77
6/30/2015,46.61
7/1/2015,47
7/2/2015,47.2
7/6/2015,47.04
7/7/2015,47.25
7/8/2015,46.58
7/9/2015,46.26
7/10/2015,47
7/13/2015,47.2
7/14/2015,47.41
7/15/2015,47.33
7/16/2015,47.83
7/17/2015,47.59
7/20/2015,48.1
7/21/2015,46.97
7/22/2015,46.45
7/23/2015,46.35
7/24/2015,46.04
7/27/2015,45.83
7/28/2015,45.89
7/29/2015,46.56
7/30/2015,46.67
7/31/2015,46.79
8/3/2015,46.97
8/4/2015,46.67
8/5/2015,46.64
8/6/2015,46.63
8/7/2015,46.36
8/10/2015,47.23
8/11/2015,47.6
8/12/2015,47.85
8/13/2015,47.66
8/14/2015,47.49
8/17/2015,47.52
8/18/2015,47.46
8/19/2015,47.44
8/20/2015,46.88
8/21/2015,46.1
8/24/2015,44.74
8/25/2015,43.5
8/26/2015,45.16
8/27/2015,46.19
8/28/2015,46.07
8/31/2015,46.01
9/1/2015,44.9
9/2/2015,45.35
9/3/2015,45.72
9/4/2015,44.82
9/8/2015,45.88
9/9/2015,45.39
9/10/2015,45.46
9/11/2015,45.73
9/14/2015,45.65
9/15/2015,46.37
9/16/2015,46.19
9/17/2015,45.23
9/18/2015,44.57
9/21/2015,44.8
9/22/2015,44.43
9/23/2015,43.98
9/24/2015,44.09
9/25/2015,44.22
9/28/2015,43.74
9/29/2015,43.53
9/30/2015,43.51
10/1/2015,42.96
10/2/2015,42.84
10/5/2015,44
10/6/2015,44.06
10/7/2015,43.85
10/8/2015,44.23
10/9/2015,44.16
10/12/2015,44.3
10/13/2015,44.36
10/14/2015,43.99
10/15/2015,44.67
10/16/2015,44.7
10/19/2015,44.7
10/20/2015,45.24
10/21/2015,44.86
10/22/2015,45.89
10/23/2015,46.16
10/26/2015,46.36
10/27/2015,46.17
10/28/2015,46.48
10/29/2015,46.4
10/30/2015,46.88
11/2/2015,46.78
11/3/2015,46.45
11/4/2015,46.14
11/5/2015,46.2
11/6/2015,45.78
11/9/2015,45.3
11/10/2015,45.1
11/11/2015,45.32
11/12/2015,44.83
11/13/2015,44.23
11/16/2015,45.04
11/17/2015,45.08
11/18/2015,45.38
11/19/2015,45.76
11/20/2015,45.39
11/23/2015,44.99
11/24/2015,45.19
11/25/2015,44.92
11/27/2015,45.23
11/30/2015,45.45
12/1/2015,45.58
12/2/2015,44.92
12/3/2015,44.56
12/4/2015,45.71
12/7/2015,46.06
12/8/2015,45.7
12/9/2015,45.36
12/10/2015,45.32
12/11/2015,44.82
12/14/2015,45.45
12/15/2015,45.55
12/16/2015,46.51
